firm,ipo_date,ticker,CUSIP,CRSP perm,post-issue shares,dual dum,Founding,Rollup dum
Allied Capital Lending,19931116,ALCL,1904210,79788,4080000,0,1976,0
Allied Clinical Laboratories,19900731,ACLB,19076108,76235,6700000,0,1985,0
Allied Healthcare Products,19920113,AHPI,19222108,77259,7825000,0,1979,0
Allied Holdings,19930929,HAUL,19223106,79591,7500000,0,1984,0
Allied Life Financial,19931117,ALFC,19246107,79789,4426006,0,1993,0
ALLIED NURSING CARE,19840215,HOPE,1935910,11915,4295000,0,1980,0
Allied Riser Communications Co,19991028,ARCC,19496108,87300,61756487,0,1996,0
Allied World Assurance,20060711,AWH,G0219G203,91393,58962842,0,2001,0
Allin Communications,19961101,ALLN,19924109,84187,4400440,0,1994,0
Allion Healthcare Inc,20050622,ALLI,19615103,90717,11894956,0,1983,0
Allison Transmission Hldg Inc,20120314,ALSN,01973R101,13284,181375783,0,1915,0
Allison's Place,19860603,ALLS,19902105,10311,2685000,0,1985,0
Allmerica Financial,19951010,AFC,19754100,82292,48497676,0,1945,0
Allos Therapeutics Inc,20000327,ALTH,19777101,87750,22837000,0,1992,0
Allot Communications Inc,20061115,ALLT,M0854Q105,91604,20889931,0,1996,0
Allou Health & Beauty Care,19890711,ALLOA,19782101,75823,2400000,0,1928,0
Alloy Computer Products,19860626,ALOY,19847102,10417,4586070,0,1978,0
Alloy Online Inc,19990514,ALOY,19855105,86878,12179727,0,1996,0
Allscripts Inc,19990723,MDRX,19886100,87078,15815599,0,1982,0
Allstar Inns LP,19870327,SAI,19891100,75004,11631972,0,1983,0
Allstar Systems Inc,19970707,ALLS,19892108,85158,4175000,0,1983,0
Allstate,19930602,ALL,20002101,79323,439000000,0,1931,0
Allstate Financial,19890807,ASFN,20011102,75795,2025000,0,1982,0
Allwaste,19861205,ALWS,20047106,10914,4346690,0,1986,0
ALLY & GARGANO,19831215,AGAI,1990110,11974,2220000,0,1962,0
Ally Financial Inc,20140410,ALLY,02005N100,14558,481500794,0,1924,0
Alnylam Pharmaceuticals Inc,20040527,ALNY,02043Q107,90178,19283332,0,2002,0
Aloette Cosmetics,19860624,ALET,20454104,10407,2932963,0,1977,0
Alon USA Energy Inc,20050728,ALJ,20520102,90779,45201120,0,1989,0
Alon USA Partners LP,20121119,ALDW,02052T109,13678,62500000,1,2012,0
Alpha & Omega Semiconductor Lt,20100429,AOSL,,93340,22087485,0,2000,0
Alpha 1 Biomedicals,19861223,ALBM,20910105,10986,2863491,0,1982,0
ALPHA MICROSYSTEMS,19810618,ALMI,2090310,12117,2560000,0,1977,0
Alpha Natural Resources Inc,20050214,ANR,02076X102,90547,62212580,0,1984,0
Alpha Security Group Corp,20070323,HDS,02078A209,92106,7580000,0,2005,0
Alpha-Beta Technology,19921016,ABTI,02071K105,77988,8691817,0,1988,0
Alpha-Hospitality Corporation,19931105,ALHY,20732103,79790,10000000,0,1993,0
AlphaNet Solutions,19960321,ALPH,20787107,83234,5000000,0,1984,0
Alpharel,19870604,AREL,20799102,11385,8842404,0,1981,0
AlphaSmart Inc,20040206,ALSM,02081F104,90021,14637307,0,1992,0
Alphatec Holdings Inc,20060602,ATEC,02081G102,91348,34760223,0,1990,0
Alpine Gaming,19931110,ALPN,20824108,79791,1900000,0,1992,0
Alrenco,19960123,RNCO,02109K101,82841,4204625,0,1980,0
ALTA Health Strategies,19910122,AHSI,21274105,76554,8268586,0,1969,0
Altai,19860814,ALTI,21362108,10578,2315648,0,1978,0
Alteon,19911101,ALTN,02144G107,77086,11506415,0,1986,0
Alteon Websystems Inc,19990923,ATON,02145A109,87221,37665081,0,1996,0
Altera,19880330,ALTR,21441100,75577,17664393,0,1983,0
ALTERNACARE CORP.,19840703,ALTN,2145010,12168,3498000,0,1970,0
Alternate Postal Delivery,19950921,ALTD,02145P106,82250,2863158,0,1988,0
Alternative Asset Management,20070801,AMV,02149U200,92234,36000000,0,2007,0
Alternative Living Services,19960806,ALI,02145K107,83816,12967365,0,1981,0
Alternative Resources,19940502,ALRC,02145R102,80503,7267531,0,1988,0
Altigen Communications Inc,19991004,ATGN,21489109,87301,12821049,0,1994,0
Altiris Inc,20020523,ATRS,02148M10,89383,19795933,0,1996,0
ALTOS COMPUTERS,19821104,ALTO,2206010,12192,14471000,0,1977,0
Altra Holdings,20061215,AIMC,02208R106,91658,23087591,0,1877,0
ALTRON INC.,19840807,ALRN,2209210,12205,3206000,0,1970,0
Altus Pharmaceuticals Inc,20060126,ALTU,02216N105,91074,22051943,0,1992,0
Aluminum Co of Canada,19830912,,,24264,243242850,0,1902,0
Aluminum Corp of China,20011205,ACH,2227610,89246,-9,1,2001,0
Alyn,19961022,ALYN,22611107,84050,10750586,0,1996,0
AM CABLE TV,19801007,AMTV,165010,10314,1950000,0,1974,0
Amarillo Biosciences,19960807,AMAR,02301P106,83840,5113782,0,1984,0
"Amax Gold, Inc.",19870729,AU,23120108,75111,40000000,0,1987,0
Amazon.com Inc,19970515,AMZN,23135106,84788,23858702,0,1994,0
AMBAC,19910711,ABK,23139108,76757,35000000,0,1971,0
Ambar,19911212,AMBR,23162100,77174,3464848,0,1980,0
Ambarella Inc,20121009,AMBA,G037AX101,13634,25909462,0,2004,0
Ambassador Financial Group,19851204,AFGI,2317400,85308,2380000,0,1982,0
Ambassadors International,19950803,AMIE,23178106,82155,6235030,0,1967,0
Amber Road Inc,20140321,AMBR,02318Y108,14499,24894355,0,1984,0
Amber's Stores,19920820,ABRS,23187107,77866,4700000,0,1984,0
Ambient Corporation,19980212,ABTG,02318N102,12959,2984333,0,1996,0
Ambit Biosciences Corp,20130515,AMBI,02318X100,13920,14578063,0,2000,0
Ambow Education Holding Ltd,20100804,AMBO,02322P10,12038,-9,1,2000,0
AMBULATORY MEDICAL,19830831,AMCR,2336510,12299,1125000,0,1983,0
AMC ENTERTAINMENT,19830818,AMCE,166910,66413,9920000,1,1968,0
AMC Entertainment Holdings,20131218,AMC,00165C104,14328,95052706,1,1920,0
AmComp Inc,20060209,AMCP,02342J101,91087,15558389,0,1982,0
AMDAHL,19760812,AMH,2390510,60046,5994228,0,1970,.
Amdocs Ltd,19980619,DOX,G0260210,86144,196800032,0,1982,0
AME,19870401,AMEA,1676105,11231,5250000,0,1961,0
Amedica,20140213,AMDA,23435100,14444,12127454,0,1996,0
Amer Equity Investment Life,20031203,AEL,25676206,89946,33294035,0,1995,0
Amer Renal Assoc Hldg Inc,20160421,ARA,29227105,16024,18287438,0,1999,0
Amer Video Teleconferencing,19850610,AVID,3037900,85490,2681825,0,1981,0
AMER. BLOODPRESSURE,19830504,BPRC,2462310,12590,1000000,0,1983,0
AMER. BUSINESSPHONES,19841221,ABPI,2479510,75000,0,0,1980,0
AMER. MGMT. SYSTEMS,19790427,AMSY,2735210,13304,1273885,0,1970,.
AMER. SHARED HOSPITAL,19840703,AMSH,2959510,13769,2139000,0,1980,0
Ameresco Inc,20100721,AMRC,2.36E+13,10158,22403276,1,2000,0
America Online,19920319,AMER,02364J104,77418,5375384,0,1985,0
America Online Latin America,20000807,AOLA,02365B100,88500,260420000,1,1998,0
America Service Group,19911121,ASGR,02364L109,77087,3381028,0,1990,0
AMERICA WEST AIR,19830225,AWAL,2365010,12424,2789000,0,1981,0
American Aircarriers Support,19980528,AIRS,23758105,86045,6100000,0,1985,0
American Assets Trust Inc,20110112,AAT,24013104,12513,35034840,0,2010,0
American Axle and Mnfrg,19990128,AXL,24061103,86547,39456108,0,1924,1
American Bancshares,19960206,ABAN,02408H106,83106,3632665,0,1995,0
American Bank Note Holograph,19980714,ABH,24377103,86219,13636000,0,1993,0
American Bingo & Gaming,19941214,BNGO,24596108,81145,4803000,0,1994,0
American Biodyne,19910712,ABDN,02461P102,76731,5448840,0,1985,0
American Biogenetic Sciences,19900501,MABXA,24611204,76295,6000000,0,1983,0
American BioMed,19911022,ABMI,02461T104,77197,2784569,0,1984,0
American Body Armor & Equip,19890314,ABAE,24635104,75722,2500000,0,1969,0
American Buildings,19940429,ABCO,24757106,80431,6224700,0,1947,0
American Business Information,19920219,ABII,02476F107,77347,13754000,0,1972,0
American Cablesystems,19860507,ACN,24812109,69198,9398070,1,1963,0
American Capacity Group,19860717,ACGI,24910101,10483,2269231,0,1986,0
American Capital and Research,19891214,ACRCA,24918104,75899,16501000,1,1969,0
American Capital Management,19860314,ACA,25018102,68822,24250000,0,1968,0
American Capital Senior,20140115,ACSF,02504D108,14418,10000100,0,2013,0
American Capital Strategies,19970829,ACAS,2493710,85271,9808767,0,1986,0
American Champion,19970730,ACEI,25119108,85408,3815700,0,1997,0
American Cinemastores,19940314,ACSI,25137100,80301,2837584,0,1992,0
American City Business Journal,19850718,AMBJ,2514300,85359,2200000,0,1985,0
American Claims Evaluation,19860311,AMCE,25144106,10100,930000,0,1980,0
AMERICAN CLIPPER,19770512,ACLP,2514710,12678,870000,0,1973,.
American Coin Merchandising,19951013,AMCN,02516B108,82470,5080308,0,1988,0
American Commercial Lines LLC,20051006,ACLI,25195207,90946,30741716,0,1915,0
American Consulting,19870806,ACCI,25230103,11583,4130000,0,1972,0
American Consumer Products,19861007,ACPI,25236100,10733,1925000,0,1982,0
American Craft Brewing,19960911,ABREF,G02702101,83921,3580331,0,1994,0
American Credit Card Telephone,19851015,ACCT,2528000,10804,5050000,0,1985,0
American Cruise Lines,19860709,ACRL,25295106,10468,2117500,0,1973,0
American Dental Laser,19910618,ADLI,25352105,76701,6802255,0,1986,0
American Dental Partners Inc,19980415,ADPI,25353103,85959,4644212,0,1995,1
AMERICAN DIAGNOSTICS,19810507,ADGN,2536410,12750,1445000,0,1972,0
American Disposal Services,19960725,ADSI,25389107,83731,8426901,0,1991,1
American Eagle Group,19940511,FLI,02553B102,80589,6594448,0,1985,0
American Eagle Outfitters,19940413,AEOS,02553D10,80432,10000000,0,1977,0
AMERICAN EDUCATIONAL COMP,19831006,AEDC,2591010,12910,1657500,0,1981,0
American Electronic Components,19940616,AECI,25562109,80608,3729771,0,1982,0
American Family Restaurants,19941018,FRI,25887100,81023,5577271,0,1986,0
American Farmland Co,20151020,AFCO,02589Y100,15711,16890847,0,2009,0
American Federal Bank,19890119,AMFB,25893108,75683,2000000,0,1921,0
AMERICAN FIBER OPTICS,19810401,FIBR,2590010,12854,1721000,0,1980,0
AMERICAN FRUCTOSE,19840208,AMFR,2629610,66763,8929000,0,1978,0
American Funeral Services,19920507,AMFS,26302109,77583,3844709,0,1985,0
AMERICAN GASAHOL,19800723,,2635010,41874,1193000,0,1980,0
American Health Companies,19860624,DIET,26489104,10409,6500000,0,1973,0
AMERICAN HEALTHCARE,19840817,AHI,2649610,66421,11379630,1,1978,0
American Healthcorp,19910813,AMHC,02649V104,76788,5352376,0,1981,0
American Home Mrtg Hldgs Inc,19991001,AHMH,02660M108,87358,7500000,0,1988,0
American Homestar,19940712,HSTR,26651109,80753,6035016,0,1971,0
American Income Holdings,19920306,AIH,26728105,77452,15425156,0,1954,0
American Insurance Group,19920922,AMGP,26846105,77912,5614931,0,1930,0
AMERICAN INTEGRITY,19840112,AIIC,2686310,13187,3900000,0,1947,0
American Italian Pasta Co,19971008,PLB,27070101,85411,16776056,1,1986,0
American Learning,19860731,READ,27134105,10538,3850000,0,1969,0
American Materials & Techs,19960701,AMTK,27397108,83733,3541704,0,1995,0
American MedCenters,19850124,AAMD,2744400,85391,4813478,0,1984,0
American Medical Response,19920805,EMT,27446103,77856,9363501,0,1992,0
American Medical Systems Hold,20000810,AMMD,02744M108,88499,12123000,0,1972,0
American Medical Technology,19870514,AMMT,27908102,11337,2266000,0,1984,0
American Medserve,19961113,AMCI,27448109,84189,11530349,0,1993,1
AMERICAN METALS,19801029,AMTS,2748710,13390,2100000,0,1968,0
American Midstream Partners LP,20110726,AMID,02752P100,12892,4526066,1,2009,0
American Mobile Satellite,19931213,SKYC,02755R103,80036,24460241,0,1988,0
American Mold Guard Inc,20060426,AMGIU,02756R102,91264,4263895,0,2003,0
American Museum Hist Documents,19850321,AMHD,2766000,85404,4456691,0,1981,0
American National Can Group,19990728,CAN,27714104,87027,55000000,0,1900,0
American National Financial,19990212,ANFI,27717107,86710,6667096,0,1997,0
American Network Group,19890124,AMNT,28616100,75688,6999983,0,1988,0
American Nursery Products,19861016,ANSY,28689107,10763,3500000,0,1968,0
American Oilfield Divers,19930721,DIVE,02872R101,79378,6238750,0,1992,0
American Oncology Resources,19950612,AORI,28910107,81682,13019725,0,1992,0
American Pad & Paper,19960701,AGP,28816106,83719,33683643,0,1992,1
American Paging,19940209,APP,02882K104,80192,20000000,1,1980,0
American Passage Marketing,19860508,APAS,28828101,10235,3457404,0,1976,0
American Pharm Partners,20011213,APPX,02886P10,89265,31989440,0,1996,0
American Physician Partners,19971120,APPM,28880102,85524,17662072,0,1996,1
American Physicians Capital,20001208,ACAP,28884104,88828,10350000,0,1975,0
AMERICAN PHYSICIANS SERVICE,19830901,AMPH,2888210,13603,3300000,0,1974,1
American Portable Telecom,19960425,APTI,29062106,83354,71336000,1,1991,0
American Power Conversion,19880722,APCC,29066107,11970,2623105,0,1981,0
American Public Education Inc,20071108,APEI,02913V103,92428,17048772,0,1991,0
American Publishing,19940504,AMPC,29139102,80504,22290000,1,1953,0
American Radio Systems,19950608,AMRD,29161106,81679,13878230,1,1993,0
American Railcar Industries,20060119,ARII,02916P103,91075,21207773,0,1988,0
American Re,19930128,ARN,29163102,78859,45286000,0,1992,0
American Recreation Company,19931217,AMRE,28907103,79938,8056434,0,1941,0
American Reliance Group,19860611,ARIG,29222106,10358,2550000,0,1979,0
American Reprographics Co,20050203,ARP,29263100,90548,43908654,0,1960,0
American Residential Holding,19920814,AMRS,02926R107,77852,9441082,0,1983,0
American Residential Ppty Inc,20130508,ARPI,2.93E+306,13886,32140732,0,2012,0
American Residential Services,19960924,ARS,28911105,83979,8449652,0,1970,1
AMERICAN RESTAURANTS,19840203,AMRS,2931210,13718,2300000,0,1977,0
American Retirement Corp,19970530,ACR,28913101,84768,14062500,0,1978,1
American Rlty Capital Ppty Inc,20110907,ARCP,02917T104,13003,5571000,0,2010,0
American Safety Insurance Hld,19980213,ASI,G02995101,85801,5625230,0,1986,0
American Safety Razor,19930608,RAZR,29362100,79301,12092849,1,1900,0
American Savings Bank (WA),19851211,AMSB,2941200,85455,1881400,0,1983,0
American Savings Bank NY,19851120,ABNY,2940400,85447,5200000,0,1900,0
American Skiing Co,19971106,SKI,29654308,85596,32916204,1,1980,1
AMERICAN SOFTWARE,19830224,AMSWA,2968310,13777,4250000,1,1970,0
American Standard Companies,19950202,ASD,29712106,81285,75505950,0,1929,0
American States Financial,19960522,ASX,29861101,83439,55983205,0,1929,0
American Steel & Wire,19881019,RODS,30041107,12115,8183029,0,1986,0
American Studios,19920917,AMST,30102107,77901,14417000,0,1982,0
American Superconductor,19911211,AMSC,30111108,77175,4836575,0,1987,0
American Technical Ceramics,19850628,ATCC,3013700,69200,3951728,0,1966,0
American Telecasting,19931210,ATEL,30151104,79941,13573190,0,1986,0
American Television & Commun,19860812,ATCM,30187108,10570,101500000,1,1968,0
American Toys,19940329,ATOY,30272207,80702,2650000,0,1993,0
American Travellers,19860506,ATVC,30290100,10213,2263421,0,1979,0
American Wagering,19960510,BETM,30405104,83479,7500000,0,1978,0
American Waste Services,19901004,AW,30406102,76475,30688542,1,1986,0
American Water Works Co Inc,20080422,AWK,30420103,92614,160000000,0,1886,0
American Woodmark,19860718,AMWD,30506109,10501,6892400,0,1980,0
American Xtal Technology,19980520,AXTI,30514103,86051,15690268,0,1986,0
AmeriCare Health Corp,19850508,AMHC,3.06E+03,85519,8619095,0,1978,1
Amerifax,19890530,AFAX,30947204,75772,10950000,0,1988,0
AmeriFirst Federal S&L,19861030,AMRI,30700108,10797,10000000,0,1933,0
AmeriGas Partners LP,19950412,APU,30975106,81521,39564292,0,1994,0
Amerigon,19930610,ARGNA,03070L102,79248,6000000,1,1991,0
Amerigroup Corp,20011106,AMGP,03073T10,89204,19179186,0,1994,1
AmeriLink,19940812,ALNK,03070N108,80794,3288580,0,1993,0
Amerin,19951121,AMRN,03070X106,82548,24251443,0,1992,0
Ameripath Inc,19971022,PATH,03071D109,85518,19551000,0,1996,1
AMERISAFE,20051117,AMSF,03071H10,90963,-9,0,1986,0
AmeriSource Health Corp,19950404,ASHC,03071P102,81540,24495954,1,1988,0
Ameristar Casinos,19931109,ASCA,03070Q101,79795,20000000,0,1993,0
AmeriTrade Holding Corp,19970303,AMTD,03072H109,84597,14513823,1,1971,0
AMERIWEST FINANCIAL,19831104,AMWS,3090310,13996,1990000,0,1983,0
AmerUs Life Holdings Inc,19970128,AMRS,30732101,84406,22206596,1,1896,0
AMF Bowling Inc,19971103,PIN,03113V109,85597,55725000,0,1946,0
AMGEN,19830617,AMGN,3116210,14008,10589000,0,1980,0
AMHERST ASSOCIATES,19830608,AASI,3118010,14016,2328000,0,1970,0
Amicus Therapeutics Inc,20070530,FOLD,03152W109,92040,22234426,0,2002,0
Amira Nature Foods Ltd,20121010,ANFI,G0335L102,13631,35665434,0,1994,0
AMIS Holdings,20030923,AMIS,31538101,89830,73216675,1,1966,0
AMISTAR CORPORATION,19840511,AMTA,3153510,14059,3438000,0,1971,0
AMISYS Managed Care Systems,19951220,AMCS,31536105,82666,7325000,0,1976,0
Amkor Technology Inc,19980430,AMKR,31652100,86047,112610000,0,1970,0
AML Communications,19951212,AMLJ,1733104,82667,3601829,0,1986,0
AMN Healthcare Services Inc,20011113,AHS,174410,89215,40714643,0,1985,0
AMOSKEAG BANK,19831130,AMKG,3182210,14083,4025000,0,1900,0
Ampace,19950216,PACE,32007106,81267,2650000,0,1994,0
AMPAD CORP.,19830913,AMPD,3200910,14104,2698000,0,1900,0
AMPECO,19801112,AMPE,2990010,63431,3721500,0,1975,.
Ampex,19920717,AMPX,32092108,77781,17000100,0,1944,0
Amphastar Pharmaceuticals Inc,20140625,AMPH,03209R103,14688,43405940,0,1996,0
Amphenol,19911108,APH,3209420,77118,28890809,1,1932,0
AMPLICA,19810722,AMPI,3209810,14112,4218000,0,1972,0
Amplicon,19870408,AMPI,32101107,11246,6500000,0,1972,0
Amplify Snack Brands Inc,20150805,BETR,03211L102,15599,75000000,0,2010,0
AMRE,19870226,AMRE,32153108,75149,4550000,0,1980,0
AmREIT Inc,20120726,AMRE,03215R204,13500,16127287,1,2002,0
Amscan Holdings,19961218,AMSN,03216N103,84289,20693223,0,1958,0
AMSCO International,19910326,ASZ,32161101,76596,27026334,0,1902,0
Amtech,19891108,AMTC,32329104,75853,6187421,0,1983,0
Amtran,19930510,AMTR,03234G106,79149,11740000,0,1985,0
Amtrol,19930318,AMTL,03234A109,78951,7137487,0,1946,0
Amway Asia Pacific,19931214,AAP,G0352M108,80105,58813400,0,1971,0
Amwest Insurance Group,19851127,AMWE,3234500,85527,1700000,0,1970,0
AMX,19951115,AMXX,180110,82549,7482120,0,1992,0
Amylin Pharmaceuticals,19920117,AMLN,32346108,77264,16751358,0,1987,0
Amyris Inc,20100927,AMRS,03236M10,12307,42982681,0,2003,0
AN-CON GENETICS,19830721,ANCN,3234710,14171,3496000,0,1982,0
Anacor Pharmaceuticals Inc,20101123,ANAC,3242010,12392,26614227,0,2002,0
ANADIGICS,19950420,ANAD,32515108,81539,7674845,0,1984,0
Anadys Pharmaceuticals Inc,20040326,ANDS,03252Q408,90079,22380804,0,1992,0
Analogy,19960321,ANLG,32659104,83235,8290000,0,1985,0
Analysis & Technology,19860211,AATI,32672107,10043,1985881,0,1969,0
Ancestry.com,20091105,ACOM,32803108,93124,42402916,0,1998,0
Anchor BanCorp Wisconsin Inc,20141022,ABCW,03283P106,14990,9300000,0,1992,0
Anchor Financial,19861203,AFCX,33036104,10902,705105,0,1984,0
Anchor Gaming,19940128,SLOT,33037102,80153,10800811,0,1989,0
Anchor Glass Container,19860610,AGLS,33038100,75031,6475511,0,1983,0
Anchor Glass Container Corp,20030924,AGCC,03304B300,89829,23382354,0,1993,0
Anchor Savings and Loan,19870930,ANSL,33115106,11730,1050000,0,1943,0
Ancor Communication,19940503,ANCR,03332K108,80505,6527000,0,1986,0
Andatee China Marine Fuel Svcs,20100126,AMCF,67086W10,93225,8500000,0,2009,0
Andina Acquisition Corp,20120316,ANDAU,G0440W118,13403,5000000,1,2011,0
Andina Acquisition Corp II,20151124,ANDA,G0441P104,15897,5150000,1,2015,0
ANDOVER CONTROLS,19831115,ANDO,3427010,14315,3517000,0,1976,0
Andover Togs,19860611,ATOG,34385104,10361,3300000,0,1949,0
Andover.net Inc,19991208,ANDN,34318105,87475,15000000,0,1992,0
ANDREW,19800619,ANDW,3442510,14323,4777000,0,1947,0
Andrx,19960614,ADRX,34551101,83615,15130674,0,1992,0
Andyne Computing Limited,19941122,ADYNF,34559104,81069,7070520,0,1976,0
ANECO REINSURANCE,19781128,,3458110,.,2018750,0,1978,.
Anergen,19911010,ANRG,34602102,77020,5210705,0,1988,0
Anesta,19940125,NSTA,34603100,80145,7078857,0,1985,0
Angell Care Master LP,19861021,ACR,34740209,70340,3500000,0,1986,1
Angie's List Inc,20111116,ANGI,34754101,13106,56913955,0,1995,0
AngioDynamics Inc,20040526,ANGO,03475V101,90179,11150000,0,1988,0
ANGIOMEDICS INC.,19840809,AGMD,3475710,14374,4202000,0,1983,0
Anicom,19950222,ANIC,35250109,81240,2400000,0,1991,0
Animal Health International,20070130,AHII,03525N109,91730,24333033,0,1954,0
Animas Corp,20040519,PUMP,03525Y105,90190,19169253,0,1996,0
Anitec Image Technology,19850523,ANTC,35282102,85535,7200000,0,1981,0
Annie's Inc,20120327,BNNY,03600T104,13285,16646002,0,2004,0
AnnTaylor Stores,19910516,ANN,36115103,76671,19400904,0,1954,0
Annuity and Life RE Holdings,19980408,ALREF,G03910109,85960,17090764,0,1997,0
ANSAN,19950808,ANSN,36338200,82156,2573164,0,1992,0
Ansoft,19960403,ANST,36384105,83351,7618080,0,1984,0
AnswerThink Consulting Group,19980528,ANSR,36916104,86048,33479312,0,1997,1
ANSYS,19960620,ANSS,03662Q105,83621,16619850,0,1994,0
Antec,19930916,ANTC,03664P105,79564,20100000,0,1969,0
ANTENNAS FOR COMM.,19790703,AFCC,3672910,14454,1002200,0,1972,.
